time	x	y	z
1500453768.5016603	5386493.29148	-2330230.48427	-863778.956938
1500453769.5016603	5387810.43926	-2321224.04154	-892008.269744
1500453770.5016603	5360800.00289	-2316534.93914	-858973.834402
1500453771.5016603	5365992.3956	-2299280.46131	-892657.531724
1500453772.5016603	5366918.96847	-2285942.75184	-890308.697706
1500453773.5016603	5347534.43937	-2269835.81893	-869576.427491
1500453774.5016603	5378104.08508	-2273871.95331	-872532.263457
1500453775.5016603	5361391.89266	-2287756.63201	-881756.602773
1500453776.5016603	5378679.35176	-2272187.29807	-886769.55106
1500453777.5016603	5339749.55037	-2262441.74554	-889359.375349
1500453778.5016603	5369032.90549	-2247926.0693	-911827.31078
1500453779.5016603	5352960.45607	-2242454.29294	-891048.337284
1500453780.5016603	5355524.28517	-2230205.15389	-909224.24807
1500453781.5016603	5354837.58617	-2229175.17465	-904982.716094
1500453782.5016603	5362014.57481	-2207329.3834	-901380.893494
1500453783.5016603	5344755.40236	-2212019.85431	-915271.895494
1500453784.5016603	5355356.6888	-2213973.8121	-939222.328434
1500453785.5016603	5334922.01444	-2181887.74382	-907182.197892
1500453786.5016603	5366896.81243	-2196969.81018	-917436.954332
1500453787.5016603	5339429.23025	-2184033.14515	-920747.327915
1500453788.5016603	5344735.82146	-2161373.22561	-945815.666831
1500453789.5016603	5328154.46415	-2156560.85091	-919287.671992
1500453790.5016603	5350751.64109	-2156497.68666	-955270.643053
1500453791.5016603	5322036.6121	-2140117.48439	-929285.063344
1500453792.5016603	5334753.64466	-2120409.08102	-962686.33322
1500453793.5016603	5319609.37508	-2138140.08233	-961367.748469
1500453794.5016603	5322418.44634	-2108302.88659	-967271.323617
1500453795.5016603	5320176.6565	-2122384.18755	-959887.308391
1500453796.5016603	5352131.92003	-2115543.65453	-971522.969369
1500453797.5016603	5338711.82984	-2090955.41247	-973594.639482
1500453798.5016603	5348026.15096	-2068310.9415	-971218.657492
1500453799.5016603	5335237.21503	-2091272.4575	-957466.450105
1500453800.5016603	5331020.47493	-2062898.83786	-985580.92667
1500453801.5016603	5317334.18591	-2055480.10475	-965096.632612
1500453802.5016603	5313003.08368	-2067076.00539	-958689.600695
1500453803.5016603	5330712.16895	-2026459.47012	-977231.390388
1500453804.5016603	5305213.6787	-2032531.02461	-999826.31673
1500453805.5016603	5337456.24564	-2042892.14457	-1003696.83697
1500453806.5016603	5319481.76347	-2012056.71085	-974712.319709
1500453807.5016603	5301963.87871	-2009396.60202	-999800.430534
1500453808.5016603	5300936.25651	-1998829.15539	-987559.794189
1500453809.5016603	5319827.1161	-1993341.97073	-999745.443144
1500453810.5016603	5313547.30962	-2005337.07669	-1017801.34743
1500453811.5016603	5301939.16169	-1986571.60833	-1002408.71824
1500453812.5016603	5309145.63894	-1986002.44154	-1016878.90589
1500453813.5016603	5324639.90417	-1949917.39657	-996483.930462
1500453814.5016603	5324708.53417	-1975585.15469	-1012639.57358
1500453815.5016603	5285572.19769	-1929299.78401	-1013284.90389
1500453816.5016603	5307086.44683	-1926613.61414	-1026867.14246
1500453817.5016603	5319880.20481	-1916278.83317	-1008422.6492
1500453818.5016603	5284338.59289	-1942342.53428	-1008494.72769
1500453819.5016603	5309544.00651	-1927451.58452	-1019484.33392
1500453820.5016603	5303398.41679	-1926399.15483	-1015341.67794
1500453821.5016603	5291568.22993	-1903896.62551	-1050540.92265
