time	x	y	z
1500453755.5963378	-647219.355948	1968521.50505	-167444.446395
1500453756.5963378	-637436.717536	1976473.48404	-179146.710392
1500453757.5963378	-633224.89219	1970561.60714	-192526.558922
1500453758.5963378	-623475.577563	1940403.95371	-200860.797796
1500453759.5963378	-612627.427706	1972808.2935	-206212.652727
1500453760.5963378	-606952.504335	1954778.60689	-258167.627158
1500453761.5963378	-595272.791498	1945729.62018	-262270.828037
1500453762.5963378	-578761.110254	1966969.60141	-270228.692155
1500453763.5963378	-546345.568782	1941556.82664	-271495.674943
1500453764.5963378	-572651.440415	1923479.80402	-294326.777676
1500453765.5963378	-554424.169497	1942995.79553	-289819.647283
1500453766.5963378	-519702.264351	1924003.32427	-306223.72986
1500453767.5963378	-513925.505156	1936207.2021	-320986.562209
1500453768.5963378	-499996.334161	1941493.43337	-350136.082022
1500453769.5963378	-482925.070129	1911688.30186	-376689.598096
1500453770.5963378	-499552.908706	1912251.79024	-381336.173377
1500453771.5963378	-464234.095451	1919881.59551	-380662.652108
1500453772.5963378	-466499.324111	1913698.93807	-410371.793326
1500453773.5963378	-446326.442478	1900947.42448	-412744.914172
1500453774.5963378	-452446.112408	1899450.32148	-411381.443785
1500453775.5963378	-431391.932595	1906545.39794	-443896.207431
1500453776.5963378	-394677.729635	1895692.80046	-445871.72643
1500453777.5963378	-399244.832757	1909425.05341	-473360.441277
1500453778.5963378	-378968.149926	1875517.87825	-498399.97063
1500453779.5963378	-366648.467712	1869661.34599	-484990.170717
1500453780.5963378	-374914.725201	1867893.64166	-522781.892677
1500453781.5963378	-358601.158173	1894795.11045	-532249.89051
1500453782.5963378	-324121.093005	1865824.35266	-545853.583599
1500453783.5963378	-322718.173735	1849239.21467	-554624.665546
1500453784.5963378	-329844.598159	1844069.02214	-557364.510735
1500453785.5963378	-308740.480651	1855292.02856	-563043.406812
1500453786.5963378	-288779.906346	1848671.20484	-574181.492273
1500453787.5963378	-281424.590958	1854792.49855	-613071.198516
1500453788.5963378	-290120.639231	1845090.03181	-624709.467101
1500453789.5963378	-246198.433166	1827057.77959	-621022.406914
1500453790.5963378	-238189.212415	1815110.28488	-656442.630344
1500453791.5963378	-253655.641899	1822365.99569	-669179.928409
1500453792.5963378	-208062.582126	1800173.37932	-666439.273273
1500453793.5963378	-230222.56966	1829977.60985	-670627.012355
1500453794.5963378	-217702.33933	1807532.72557	-681159.325971
1500453795.5963378	-166650.727889	1803161.62095	-718367.436795
