filename	unixtime_start	satid	jitter	a	e	inclination	raan	argument_of_periapsis	true_anomaly
orbit_simulated_1500453760d063_80000	1500453760.0631256	0	80000.0	6977669.972248091	0.6496256928526911	6.763054201184582	333.82146801675606	50.26192476256014	171.67984913328664
