time	x	y	z
1500453771.0546281	-1015657.79633	5627284.04308	399984.253594
1500453772.0546281	-1014604.73095	5629104.14512	397087.815841
1500453773.0546281	-1036276.77074	5663332.80316	393421.027087
1500453774.0546281	-1026680.2697	5650453.49695	374757.937488
1500453775.0546281	-1061905.23448	5641821.86738	373208.586709
1500453776.0546281	-1044328.36039	5646003.43601	357165.895249
1500453777.0546281	-1066714.54665	5666758.42755	354272.489233
1500453778.0546281	-1063424.50808	5649183.50792	368124.92272
1500453779.0546281	-1053949.75979	5652821.45204	354903.889093
1500453780.0546281	-1065755.29306	5646307.05264	331209.748679
1500453781.0546281	-1057958.97643	5654172.79828	352035.922749
1500453782.0546281	-1082493.07228	5643926.92714	346780.459544
1500453783.0546281	-1093384.28131	5676422.66422	302402.021605
1500453784.0546281	-1077142.03038	5652186.55855	329400.68949
1500453785.0546281	-1099759.37427	5651880.38538	292623.599033
1500453786.0546281	-1097644.8879	5678990.86384	292931.841157
1500453787.0546281	-1120048.43935	5660716.19127	303429.744749
1500453788.0546281	-1102306.66413	5673535.26094	284206.421019
1500453789.0546281	-1114622.33086	5676443.58718	264499.292357
1500453790.0546281	-1131968.64209	5688395.02295	262539.789968
1500453791.0546281	-1139590.91748	5678955.0637	266236.648804
1500453792.0546281	-1144339.9546	5668698.86787	251886.111532
1500453793.0546281	-1154109.49043	5666867.60272	259585.863871
1500453794.0546281	-1159386.80256	5680091.64373	234385.839992
1500453795.0546281	-1143131.07111	5699727.74262	230193.659573
1500453796.0546281	-1134344.56537	5676315.55843	228669.616357
1500453797.0546281	-1147668.31421	5676330.94758	222859.289171
1500453798.0546281	-1182976.80792	5696996.38588	223063.247237
1500453799.0546281	-1158863.59148	5691786.49687	222284.495568
1500453800.0546281	-1172029.20303	5698160.61613	211660.560561
1500453801.0546281	-1167978.27023	5668635.60208	207669.254875
1500453802.0546281	-1189937.31527	5683928.62497	191301.542669
1500453803.0546281	-1194328.01819	5687318.42422	181750.015145
1500453804.0546281	-1195891.66367	5672184.25109	151472.758159
1500453805.0546281	-1213527.62204	5699347.17702	168968.901801
1500453806.0546281	-1193066.92089	5707244.24446	169835.017062
1500453807.0546281	-1224020.46727	5689701.04241	165603.912767
1500453808.0546281	-1229750.14763	5701846.5096	144415.961662
1500453809.0546281	-1211129.49781	5691162.21219	112513.386496
1500453810.0546281	-1219074.27266	5706876.64682	112508.861079
1500453811.0546281	-1245332.7674	5714064.65543	108423.635856
1500453812.0546281	-1235069.42019	5690092.67262	98123.7653047
1500453813.0546281	-1220138.10069	5686348.9458	114766.17627
1500453814.0546281	-1256177.10081	5711676.23296	80201.3381623
1500453815.0546281	-1255636.21883	5706559.73654	103516.661611
1500453816.0546281	-1261713.43155	5702637.04988	70947.3615551
1500453817.0546281	-1264075.83111	5687331.29883	76883.8015815
1500453818.0546281	-1243927.16917	5708760.29572	55165.8370141
1500453819.0546281	-1286371.88252	5713276.12264	51590.7582115
1500453820.0546281	-1259793.2795	5713106.27773	53666.2289043
1500453821.0546281	-1277735.83397	5690014.22962	26499.7841603
1500453822.0546281	-1281015.0601	5695327.72109	49558.9558356
1500453823.0546281	-1306135.5856	5709385.19837	25474.00484
1500453824.0546281	-1306206.40766	5696560.18585	31325.688367
1500453825.0546281	-1298085.01686	5718545.23601	24949.0872392
1500453826.0546281	-1288988.56191	5699082.00937	-3787.54732245
1500453827.0546281	-1311344.46347	5728849.68467	-572.384865149
1500453828.0546281	-1333011.38166	5716595.21096	-3169.53647258
1500453829.0546281	-1299224.58612	5710846.94253	-26632.6185722
1500453830.0546281	-1328033.62701	5697152.69661	-19684.486148
1500453831.0546281	-1308747.53527	5731113.00874	-22829.8680484
1500453832.0546281	-1347278.51621	5732488.86383	-50435.443501
1500453833.0546281	-1336952.42581	5725213.25548	-58592.849824
1500453834.0546281	-1351650.79005	5702183.77942	-34353.5627853
1500453835.0546281	-1332844.61792	5741111.73629	-60991.8963429
1500453836.0546281	-1369668.39189	5708849.0825	-48106.0270359
1500453837.0546281	-1372085.29937	5732438.7907	-88087.3012927
1500453838.0546281	-1368203.12755	5734633.70513	-93960.9106102
1500453839.0546281	-1370636.96769	5719545.6316	-101536.926808
1500453840.0546281	-1377523.48613	5710044.00944	-96828.1271137
1500453841.0546281	-1396094.92255	5738858.14957	-105570.7026
1500453842.0546281	-1384242.84678	5722985.2395	-117619.107006
1500453843.0546281	-1369738.16056	5732041.25492	-123710.53708
1500453844.0546281	-1390929.32995	5724337.59129	-136266.303204
1500453845.0546281	-1415228.26317	5724474.86847	-116822.133386
1500453846.0546281	-1406819.93297	5737483.85299	-134880.975206
1500453847.0546281	-1396040.32025	5745300.89992	-149150.529183
1500453848.0546281	-1420695.14042	5747244.1384	-137552.927455
1500453849.0546281	-1407759.76626	5738826.96732	-165753.370653
1500453850.0546281	-1412122.33183	5742370.72061	-178526.250882
1500453851.0546281	-1423575.2042	5752479.19623	-161141.225986
1500453852.0546281	-1428497.61238	5725356.87654	-164398.969058
1500453853.0546281	-1439477.1766	5714512.1227	-201722.440561
1500453854.0546281	-1440459.81077	5731703.23402	-185999.856367
1500453855.0546281	-1440164.67914	5734141.10103	-206034.522137
1500453856.0546281	-1459829.83744	5750470.22169	-198478.510743
1500453857.0546281	-1474697.09133	5742849.43767	-225472.224372
1500453858.0546281	-1450646.93688	5728763.31676	-235039.692035
1500453859.0546281	-1482817.79817	5745462.38934	-225830.693232
1500453860.0546281	-1463524.98317	5751449.7412	-222099.233006
1500453861.0546281	-1456644.70685	5756946.38668	-233232.329511
1500453862.0546281	-1477341.5455	5727838.4121	-240679.93376
1500453863.0546281	-1480641.5885	5750601.58173	-281158.756866
1500453864.0546281	-1480195.19543	5743816.10479	-261622.98618
1500453865.0546281	-1483172.97462	5723472.53359	-275942.626917
1500453866.0546281	-1496306.83019	5746038.80638	-265562.717127
1500453867.0546281	-1488699.27139	5748008.82029	-309373.016796
1500453868.0546281	-1501350.25693	5746618.5263	-292374.90974
1500453869.0546281	-1526641.02831	5724364.06892	-298454.393451
1500453870.0546281	-1532773.03973	5751642.37608	-322704.177689
1500453871.0546281	-1538618.77367	5760983.61075	-338564.330972
1500453872.0546281	-1511686.06423	5753656.70902	-338557.223928
1500453873.0546281	-1532675.58293	5724017.45356	-327442.465263
1500453874.0546281	-1533261.15375	5728959.17824	-326870.821829
1500453875.0546281	-1529499.11409	5756659.51326	-360581.293748
1500453876.0546281	-1537994.98653	5744739.76537	-344611.36524
1500453877.0546281	-1552646.26342	5725990.13698	-346787.299557
1500453878.0546281	-1559762.08109	5747607.76838	-378944.056966
1500453879.0546281	-1559915.97177	5756413.81444	-394719.344627
1500453880.0546281	-1561569.77688	5757954.01777	-400628.398089
1500453881.0546281	-1566542.96768	5766046.95358	-395634.020681
1500453882.0546281	-1560070.08937	5747387.36848	-419433.0463
1500453883.0546281	-1580856.52802	5752552.44138	-406064.512143
1500453884.0546281	-1590028.19234	5748403.81438	-410944.58948
1500453885.0546281	-1580667.37307	5735651.34741	-440743.239629
1500453886.0546281	-1598583.41027	5749867.07674	-438613.505274
1500453887.0546281	-1613541.44211	5741247.39967	-447080.607483
1500453888.0546281	-1606206.90322	5735369.79455	-430719.73511
1500453889.0546281	-1593196.83105	5755645.86008	-440542.146207
1500453890.0546281	-1627874.7996	5746795.14371	-456580.543619
1500453891.0546281	-1621379.97645	5757169.3554	-476331.623725
1500453892.0546281	-1616983.84447	5753943.45656	-494476.781565
1500453893.0546281	-1624807.95995	5735073.23872	-466460.952333
1500453894.0546281	-1617998.28058	5766390.23147	-507011.664077
1500453895.0546281	-1660050.46643	5755961.43787	-494403.701329
1500453896.0546281	-1630009.45471	5757265.55551	-504247.201034
1500453897.0546281	-1652734.93019	5742484.48938	-497236.297226
1500453898.0546281	-1642290.56721	5733805.36146	-507240.110484
1500453899.0546281	-1677659.26006	5762534.34909	-532402.647955
1500453900.0546281	-1664736.81227	5738190.75823	-515786.945681
1500453901.0546281	-1665966.30448	5733185.11261	-526801.811586
1500453902.0546281	-1655646.65425	5743098.05939	-530677.114448
1500453903.0546281	-1662908.62049	5756745.84471	-552610.531461
1500453904.0546281	-1685221.94469	5739346.7576	-572127.603081
1500453905.0546281	-1698631.43658	5748462.41074	-581388.138165
1500453906.0546281	-1673350.91981	5750444.32566	-562446.149636
1500453907.0546281	-1702270.43528	5734368.49907	-591338.098224
1500453908.0546281	-1687475.23511	5761377.54159	-606716.234674
1500453909.0546281	-1692514.886	5744231.883	-610512.558437
1500453910.0546281	-1713012.89917	5770079.52184	-602338.375635
1500453911.0546281	-1697485.56165	5738553.34773	-602011.126974
1500453912.0546281	-1735080.80845	5762910.60227	-600931.030438
1500453913.0546281	-1736495.09373	5765133.03859	-625514.025156
1500453914.0546281	-1745146.50279	5734912.90939	-648007.810611
1500453915.0546281	-1721582.6358	5741053.48145	-629069.736469
1500453916.0546281	-1744424.08344	5737828.33091	-664243.484318
1500453917.0546281	-1747669.95054	5736115.34683	-654173.611576
1500453918.0546281	-1749321.42962	5744191.42374	-682896.501068
1500453919.0546281	-1763195.93575	5755520.18961	-667316.965651
1500453920.0546281	-1739903.92031	5730330.35461	-658353.758417
1500453921.0546281	-1768492.26844	5762430.03115	-683542.064824
1500453922.0546281	-1772716.80082	5749136.39291	-674336.512986
1500453923.0546281	-1771722.65623	5745194.14644	-718175.760195
1500453924.0546281	-1771739.21039	5751055.64167	-712727.187114
1500453925.0546281	-1792289.45325	5739218.78906	-728843.434473
1500453926.0546281	-1794738.33369	5737061.3825	-725396.145498
1500453927.0546281	-1789546.68664	5743430.61054	-721544.404257
1500453928.0546281	-1800069.73289	5755300.82386	-724822.812379
1500453929.0546281	-1793794.47019	5760239.07289	-746041.081889
1500453930.0546281	-1818902.28526	5753564.07758	-747134.880041
1500453931.0546281	-1790724.30678	5737356.9686	-757861.615182
1500453932.0546281	-1803192.99801	5766404.66769	-777919.406712
1500453933.0546281	-1832244.4416	5729230.1135	-771958.618688
1500453934.0546281	-1814444.20369	5742379.82273	-788489.556933
1500453935.0546281	-1814316.82326	5766347.98621	-784664.754507
1500453936.0546281	-1843794.69234	5740357.42539	-805668.100014
1500453937.0546281	-1848271.02902	5744643.62928	-789706.559446
1500453938.0546281	-1827335.45681	5754696.5082	-803528.336833
1500453939.0546281	-1841517.35596	5744070.82815	-804368.037094
1500453940.0546281	-1856957.69965	5755634.02402	-825585.782354
1500453941.0546281	-1843191.39869	5759543.7677	-849545.34581
1500453942.0546281	-1869220.24889	5744010.19335	-828167.421606
1500453943.0546281	-1876291.56854	5762353.15256	-847381.788683
1500453944.0546281	-1860559.56738	5727661.79358	-852746.328944
1500453945.0546281	-1874697.90243	5723703.62321	-876911.381173
1500453946.0546281	-1873073.51085	5737825.91353	-877098.400333
1500453947.0546281	-1890278.86483	5723368.28189	-875273.267118
1500453948.0546281	-1894662.73248	5731150.50727	-869802.049146
1500453949.0546281	-1894308.13174	5730656.86687	-886560.258971
1500453950.0546281	-1916228.36319	5746833.13387	-893183.040844
1500453951.0546281	-1894941.84409	5758472.75105	-905898.576131
1500453952.0546281	-1906564.87791	5750914.50106	-913799.332312
1500453953.0546281	-1896114.01693	5749773.41203	-907949.0067
1500453954.0546281	-1924232.67543	5737105.1241	-914424.762735
1500453955.0546281	-1939867.60489	5746647.46908	-927289.691361
1500453956.0546281	-1924995.42702	5723287.11664	-927117.61473
1500453957.0546281	-1934410.55247	5739119.24137	-964396.53856
1500453958.0546281	-1937117.11479	5735575.48038	-951753.099635
1500453959.0546281	-1938202.58185	5724475.93236	-976010.152511
1500453960.0546281	-1959053.01277	5726610.54701	-983986.843363
1500453961.0546281	-1955542.00777	5731582.7054	-962916.715561
1500453962.0546281	-1971113.2589	5746722.27194	-963946.310135
1500453963.0546281	-1965545.21375	5727328.72264	-972868.453523
1500453964.0546281	-1969876.38972	5746682.47957	-1003797.07657
1500453965.0546281	-1959082.06334	5745951.75792	-1006555.52899
1500453966.0546281	-1967491.15897	5721765.70107	-1007745.19622
1500453967.0546281	-1993437.26092	5731163.10798	-1016105.46505
1500453968.0546281	-1998744.43415	5732755.07678	-1006172.97581
1500453969.0546281	-1968386.89087	5748295.32026	-1015854.71078
1500453970.0546281	-2003541.95121	5726847.39024	-1044997.57988
1500453971.0546281	-1998170.13319	5739256.08739	-1042076.29832
1500453972.0546281	-2003097.90537	5735652.49612	-1056170.3518
1500453973.0546281	-2022551.94795	5721392.3857	-1051083.42691
1500453974.0546281	-2009716.9664	5715131.2461	-1050367.19356
1500453975.0546281	-2022123.48178	5715273.68602	-1081894.94906
1500453976.0546281	-2032875.43302	5737504.72664	-1065862.52423
1500453977.0546281	-2019135.27908	5725321.07036	-1106124.90168
1500453978.0546281	-2043449.23211	5717888.67071	-1082510.57308
1500453979.0546281	-2046695.47772	5709912.96169	-1108491.38
1500453980.0546281	-2030121.12028	5710108.19643	-1095529.68563
1500453981.0546281	-2058565.09768	5736614.97353	-1117412.48464
1500453982.0546281	-2056135.68131	5705769.97585	-1129259.1761
1500453983.0546281	-2040323.22714	5739952.63449	-1151823.47533
1500453984.0546281	-2036748.20498	5717196.76426	-1139347.18592
1500453985.0546281	-2064809.10347	5722807.81374	-1153310.33055
1500453986.0546281	-2044989.83492	5726892.46874	-1168636.95996
1500453987.0546281	-2080198.48051	5714483.29866	-1178528.63088
1500453988.0546281	-2082865.10637	5723746.59155	-1160755.65175
1500453989.0546281	-2087557.81399	5699988.9928	-1189934.98713
1500453990.0546281	-2076364.25057	5732325.02889	-1169574.43219
1500453991.0546281	-2069542.03039	5714974.66843	-1182487.86928
1500453992.0546281	-2080453.57213	5708241.00407	-1192955.05615
1500453993.0546281	-2099099.70012	5699062.57061	-1214399.76846
1500453994.0546281	-2078709.25348	5730723.08109	-1210410.72373
