filename	unixtime_start	satid	jitter	a	e	inclination	raan	argument_of_periapsis	true_anomaly
orbit_simulated_1500453685d378_10000	1500453685.3787396	0	10000.0	7214030.643911879	0.8805878657040326	114.5494351573524	355.2887003421783	7.1851121317971955	122.57788574393119
