filename	unixtime_start	satid	jitter	a	e	inclination	raan	argument_of_periapsis	true_anomaly
orbit_simulated_1500453689d622_80000	1500453689.6220667	0	80000.0	6768663.696727711	0.27724286418677735	62.25808023016984	342.59432204729313	48.539410828507414	240.41755046447693
