time	x	y	z
1500453750.9190166	-1804851.32829	-6144006.82676	13986.2066573
1500453751.9190166	-1811985.21268	-6141278.93528	10832.1991429
1500453752.9190166	-1819116.34578	-6138541.71895	7678.17518089
1500453753.9190166	-1826244.71597	-6135795.17929	4524.13955717
1500453754.9190166	-1833370.31163	-6133039.3178	1370.09706013
1500453755.9190166	-1840493.12115	-6130274.13604	-1783.94751902
1500453756.9190166	-1847613.13291	-6127499.63557	-4937.98938636
1500453757.9190166	-1854730.33529	-6124715.81797	-8092.02374527
1500453758.9190166	-1861844.71668	-6121922.68483	-11246.0457964
1500453759.9190166	-1868956.26545	-6119120.23778	-14400.0507378
1500453760.9190166	-1876064.96999	-6116308.47846	-17554.0337648
1500453761.9190166	-1883170.81866	-6113487.40853	-20707.9900699
1500453762.9190166	-1890273.79986	-6110657.02966	-23861.9148432
1500453763.9190166	-1897373.90194	-6107817.34355	-27015.8032721
1500453764.9190166	-1904471.1133	-6104968.35193	-30169.6505412
1500453765.9190166	-1911565.42231	-6102110.05652	-33323.4518327
1500453766.9190166	-1918656.81733	-6099242.45909	-36477.2023262
1500453767.9190166	-1925745.28675	-6096365.56141	-39630.8971984
1500453768.9190166	-1932830.81893	-6093479.36527	-42784.5316238
1500453769.9190166	-1939913.40225	-6090583.8725	-45938.1007742
1500453770.9190166	-1946993.02508	-6087679.08493	-49091.5998187
1500453771.9190166	-1954069.67579	-6084765.00441	-52245.023924
1500453772.9190166	-1961143.34276	-6081841.63281	-55398.3682543
1500453773.9190166	-1968214.01434	-6078908.97204	-58551.6279711
1500453774.9190166	-1975281.67892	-6075967.024	-61704.7982337
1500453775.9190166	-1982346.32486	-6073015.79063	-64857.8741986
1500453776.9190166	-1989407.94054	-6070055.27389	-68010.85102
1500453777.9190166	-1996466.51431	-6067085.47573	-71163.7238496
1500453778.9190166	-2003522.03455	-6064106.39817	-74316.4878365
1500453779.9190166	-2010574.48963	-6061118.0432	-77469.1381276
1500453780.9190166	-2017623.86791	-6058120.41287	-80621.6698671
1500453781.9190166	-2024670.15777	-6055113.50922	-83774.078197
1500453782.9190166	-2031713.34756	-6052097.33432	-86926.3582568
1500453783.9190166	-2038753.42567	-6049071.89028	-90078.5051837
1500453784.9190166	-2045790.38045	-6046037.17919	-93230.5141123
1500453785.9190166	-2052824.20027	-6042993.20318	-96382.380175
1500453786.9190166	-2059854.8735	-6039939.96442	-99534.0985019
1500453787.9190166	-2066882.38852	-6036877.46508	-102685.664221
1500453788.9190166	-2073906.73367	-6033805.70733	-105837.072456
1500453789.9190166	-2080927.89734	-6030724.69339	-108988.318332
1500453790.9190166	-2087945.8679	-6027634.4255	-112139.396969
1500453791.9190166	-2094960.6337	-6024534.9059	-115290.303485
1500453792.9190166	-2101972.18312	-6021426.13687	-118441.032997
1500453793.9190166	-2108980.50453	-6018308.12069	-121591.580618
1500453794.9190166	-2115985.58629	-6015180.85967	-124741.941459
1500453795.9190166	-2122987.41678	-6012044.35614	-127892.110631
1500453796.9190166	-2129985.98436	-6008898.61246	-131042.08324
1500453797.9190166	-2136981.27741	-6005743.63099	-134191.854392
1500453798.9190166	-2143973.28429	-6002579.41413	-137341.419189
1500453799.9190166	-2150961.99337	-5999405.96428	-140490.772731
1500453800.9190166	-2157947.39304	-5996223.28388	-143639.910117
1500453801.9190166	-2164929.47164	-5993031.37536	-146788.826443
1500453802.9190166	-2171908.21757	-5989830.24121	-149937.516804
1500453803.9190166	-2178883.6192	-5986619.88392	-153085.97629
1500453804.9190166	-2185855.66489	-5983400.30599	-156234.199993
1500453805.9190166	-2192824.34302	-5980171.50995	-159382.182999
1500453806.9190166	-2199789.64197	-5976933.49835	-162529.920394
1500453807.9190166	-2206751.55011	-5973686.27377	-165677.407261
1500453808.9190166	-2213710.05582	-5970429.83879	-168824.638683
1500453809.9190166	-2220665.14748	-5967164.19603	-171971.609737
1500453810.9190166	-2227616.81346	-5963889.34812	-175118.315503
1500453811.9190166	-2234565.04215	-5960605.2977	-178264.751054
1500453812.9190166	-2241509.82192	-5957312.04744	-181410.911465
1500453813.9190166	-2248451.14115	-5954009.60005	-184556.791805
1500453814.9190166	-2255388.98824	-5950697.95822	-187702.387146
1500453815.9190166	-2262323.35155	-5947377.1247	-190847.692554
1500453816.9190166	-2269254.21948	-5944047.10223	-193992.703093
1500453817.9190166	-2276181.58041	-5940707.89357	-197137.413829
1500453818.9190166	-2283105.42273	-5937359.50154	-200281.819821
1500453819.9190166	-2290025.73482	-5934001.92893	-203425.91613
1500453820.9190166	-2296942.50508	-5930635.17858	-206569.697814
1500453821.9190166	-2303855.72189	-5927259.25335	-209713.159927
1500453822.9190166	-2310765.37364	-5923874.1561	-212856.297524
1500453823.9190166	-2317671.44874	-5920479.88972	-215999.105656
1500453824.9190166	-2324573.93557	-5917076.45714	-219141.579374
1500453825.9190166	-2331472.82252	-5913663.86128	-222283.713727
1500453826.9190166	-2338368.09801	-5910242.1051	-225425.503759
1500453827.9190166	-2345259.75042	-5906811.19157	-228566.944517
1500453828.9190166	-2352147.76815	-5903371.12369	-231708.031042
1500453829.9190166	-2359032.13961	-5899921.90447	-234848.758376
1500453830.9190166	-2365912.8532	-5896463.53694	-237989.121558
1500453831.9190166	-2372789.89733	-5892996.02416	-241129.115626
1500453832.9190166	-2379663.2604	-5889519.36922	-244268.735615
1500453833.9190166	-2386532.93082	-5886033.57519	-247407.97656
1500453834.9190166	-2393398.897	-5882538.6452	-250546.833492
1500453835.9190166	-2400261.14736	-5879034.58238	-253685.301442
1500453836.9190166	-2407119.6703	-5875521.3899	-256823.37544
1500453837.9190166	-2413974.45424	-5871999.07093	-259961.050511
1500453838.9190166	-2420825.48761	-5868467.62866	-263098.321683
1500453839.9190166	-2427672.75882	-5864927.06632	-266235.183978
1500453840.9190166	-2434516.25629	-5861377.38714	-269371.63242
1500453841.9190166	-2441355.96844	-5857818.59438	-272507.662028
1500453842.9190166	-2448191.88371	-5854250.69132	-275643.267822
1500453843.9190166	-2455023.99051	-5850673.68126	-278778.44482
1500453844.9190166	-2461852.27729	-5847087.56753	-281913.188037
1500453845.9190166	-2468676.73246	-5843492.35345	-285047.492487
1500453846.9190166	-2475497.34448	-5839888.04239	-288181.353184
1500453847.9190166	-2482314.10176	-5836274.63774	-291314.765138
1500453848.9190166	-2489126.99276	-5832652.14289	-294447.72336
1500453849.9190166	-2495936.00591	-5829020.56127	-297580.222857
1500453850.9190166	-2502741.12965	-5825379.89631	-300712.258637
1500453851.9190166	-2509542.35244	-5821730.15149	-303843.825704
1500453852.9190166	-2516339.66272	-5818071.33029	-306974.919063
1500453853.9190166	-2523133.04894	-5814403.4362	-310105.533715
1500453854.9190166	-2529922.49956	-5810726.47276	-313235.664663
1500453855.9190166	-2536708.00303	-5807040.4435	-316365.306904
1500453856.9190166	-2543489.54781	-5803345.35201	-319494.455438
1500453857.9190166	-2550267.12236	-5799641.20185	-322623.105262
1500453858.9190166	-2557040.71515	-5795927.99664	-325751.251369
1500453859.9190166	-2563810.31464	-5792205.74	-328878.888755
1500453860.9190166	-2570575.9093	-5788474.43559	-332006.012412
1500453861.9190166	-2577337.48761	-5784734.08706	-335132.617332
