time	x	y	z
1500453745.2637823	-6660233.64949	-2825703.59603	-538395.248369
1500453746.2637823	-6591718.90556	-2827656.95451	-548760.671007
1500453747.2637823	-6612223.5227	-2817611.99196	-523212.583027
1500453748.2637823	-6679371.08254	-2796934.68399	-531419.662767
1500453749.2637823	-6608775.83537	-2793760.74946	-564275.912094
1500453750.2637823	-6673734.53278	-2801000.40188	-534519.988675
1500453751.2637823	-6695830.69642	-2815505.63812	-538327.13512
1500453752.2637823	-6694082.04488	-2819674.29629	-543751.456117
1500453753.2637823	-6668731.25282	-2785113.68161	-578471.354922
1500453754.2637823	-6679400.64663	-2803658.31529	-553747.201886
1500453755.2637823	-6688959.3672	-2787209.18282	-547052.499437
1500453756.2637823	-6681153.57837	-2818922.18278	-556076.364323
1500453757.2637823	-6716416.04404	-2795828.20432	-582915.587346
1500453758.2637823	-6672266.26289	-2746754.22973	-592358.37411
1500453759.2637823	-6675160.63532	-2739643.77321	-537208.181768
1500453760.2637823	-6711029.18135	-2784569.5465	-566997.194935
1500453761.2637823	-6672463.08677	-2746991.60269	-583897.763154
1500453762.2637823	-6719031.61348	-2717105.87458	-559720.885619
1500453763.2637823	-6707213.35295	-2781143.20658	-531228.21305
1500453764.2637823	-6756412.26795	-2706635.21742	-571453.100688
1500453765.2637823	-6749624.37999	-2766464.94208	-599793.397733
1500453766.2637823	-6722535.1514	-2715832.92353	-556717.362372
1500453767.2637823	-6778542.47856	-2742296.39632	-574242.969014
1500453768.2637823	-6712215.84469	-2732464.77107	-552690.775296
1500453769.2637823	-6779281.00173	-2699974.48668	-609182.512106
1500453770.2637823	-6729986.04407	-2693312.34548	-550164.443887
1500453771.2637823	-6727013.51964	-2669583.15568	-592220.993987
1500453772.2637823	-6768373.16763	-2728903.94232	-597492.838894
1500453773.2637823	-6786003.81917	-2703106.55429	-565704.782536
1500453774.2637823	-6760326.57782	-2667771.839	-557248.822104
1500453775.2637823	-6780832.41578	-2713468.80399	-600635.260878
1500453776.2637823	-6752474.70913	-2676717.22851	-614001.160413
1500453777.2637823	-6819122.98712	-2657852.41869	-559212.024915
1500453778.2637823	-6792039.71738	-2686570.24367	-613505.899287
1500453779.2637823	-6827915.14416	-2701101.95278	-582278.119287
1500453780.2637823	-6834574.70312	-2686844.80928	-578580.112226
1500453781.2637823	-6836942.19754	-2639635.93753	-551928.616379
1500453782.2637823	-6786111.38459	-2624521.3565	-570607.578934
1500453783.2637823	-6805991.82161	-2611793.57574	-616910.856044
1500453784.2637823	-6819408.3622	-2663620.34802	-555018.575668
1500453785.2637823	-6815220.27119	-2610004.91276	-623000.693615
1500453786.2637823	-6863487.58593	-2629551.66048	-632825.98476
1500453787.2637823	-6836585.0892	-2634207.53255	-607701.490791
1500453788.2637823	-6848872.13118	-2646025.39563	-622831.028098
1500453789.2637823	-6880590.12836	-2578090.11253	-623241.017185
1500453790.2637823	-6858854.25427	-2596988.64305	-632962.622663
1500453791.2637823	-6855533.01285	-2579803.60379	-565179.236536
1500453792.2637823	-6864888.5988	-2597328.85516	-580451.753924
1500453793.2637823	-6874647.38277	-2617200.61553	-641337.298305
1500453794.2637823	-6902061.29769	-2560400.79934	-569815.477472
1500453795.2637823	-6877824.8083	-2577580.84434	-568627.360868
1500453796.2637823	-6872173.09625	-2555883.05483	-610760.178128
1500453797.2637823	-6859738.23595	-2538829.935	-638245.333462
1500453798.2637823	-6897546.93115	-2539327.32711	-573907.124899
1500453799.2637823	-6945580.34913	-2578301.60281	-628081.161594
1500453800.2637823	-6886496.72205	-2535367.01723	-645443.9049
1500453801.2637823	-6903925.38094	-2566579.80974	-573969.057309
1500453802.2637823	-6913475.27475	-2521618.60796	-648420.78099
1500453803.2637823	-6934241.50249	-2533435.1801	-586155.02182
1500453804.2637823	-6933130.60262	-2545688.30384	-642536.899825
1500453805.2637823	-6958522.36217	-2540474.19738	-654055.42858
1500453806.2637823	-6904500.13139	-2521910.80407	-618543.144117
1500453807.2637823	-6946599.88149	-2496943.24175	-635548.895435
1500453808.2637823	-6948635.90513	-2549612.51399	-596983.613543
1500453809.2637823	-6973988.29692	-2538215.62996	-610543.958604
1500453810.2637823	-6935218.05976	-2491236.54081	-591667.934158
1500453811.2637823	-6940510.26958	-2522379.75808	-626065.831694
1500453812.2637823	-6965797.52548	-2523792.41654	-603065.247492
1500453813.2637823	-6950810.78915	-2502963.71288	-643089.688356
1500453814.2637823	-6946967.22622	-2468018.26575	-613038.539348
1500453815.2637823	-6978026.5881	-2455537.26931	-599665.779318
1500453816.2637823	-6990031.96937	-2492276.68228	-601705.187596
1500453817.2637823	-7010998.85919	-2503469.85806	-612098.206319
1500453818.2637823	-6986310.5941	-2481111.64121	-635568.083521
1500453819.2637823	-6970886.825	-2487536.88888	-614806.123301
1500453820.2637823	-7032842.88372	-2486663.13396	-646973.581336
1500453821.2637823	-6987459.16074	-2429229.23996	-639944.222093
1500453822.2637823	-7024655.74788	-2433895.3835	-638179.824081
1500453823.2637823	-7063886.55425	-2435580.8831	-613927.33112
1500453824.2637823	-7037209.34797	-2447174.05715	-610969.943321
1500453825.2637823	-7041804.78868	-2392803.36836	-663224.375152
1500453826.2637823	-7078752.30741	-2433943.06078	-612744.889923
1500453827.2637823	-7032236.04892	-2402298.64876	-627397.401158
1500453828.2637823	-7013522.31478	-2434685.24429	-627084.809418
1500453829.2637823	-7068413.35111	-2415188.97402	-648179.473757
1500453830.2637823	-7059388.70776	-2428199.86173	-665943.206794
1500453831.2637823	-7039587.88865	-2382141.51461	-609456.559406
1500453832.2637823	-7045779.30428	-2381875.26371	-620031.304562
1500453833.2637823	-7057016.88009	-2344107.29771	-624096.318584
1500453834.2637823	-7104295.01767	-2411170.86482	-647425.231536
1500453835.2637823	-7050941.0842	-2358634.70082	-626627.723989
1500453836.2637823	-7065020.03311	-2354979.2672	-667454.443821
1500453837.2637823	-7068640.04269	-2389342.65727	-628529.969983
1500453838.2637823	-7125101.54967	-2396171.37263	-623725.265615
1500453839.2637823	-7104477.92205	-2320642.6617	-683094.001818
1500453840.2637823	-7070324.58839	-2335361.92165	-612413.227604
1500453841.2637823	-7080703.86487	-2335988.11431	-615014.530015
1500453842.2637823	-7100465.69003	-2355666.4089	-677164.601025
1500453843.2637823	-7101813.66521	-2304950.78712	-643428.590338
1500453844.2637823	-7116476.59787	-2354613.02407	-622707.747143
1500453845.2637823	-7166503.35759	-2282148.90839	-650449.479353
1500453846.2637823	-7146525.53121	-2290510.60181	-678733.623457
1500453847.2637823	-7126206.76884	-2312031.79873	-633853.776384
1500453848.2637823	-7136682.4081	-2305727.05693	-692321.963305
1500453849.2637823	-7163908.44289	-2271893.37612	-622624.664971
1500453850.2637823	-7134269.0497	-2289080.05578	-684094.424598
1500453851.2637823	-7170844.73972	-2316559.35005	-625410.880384
1500453852.2637823	-7137843.87652	-2253601.46683	-689218.552278
1500453853.2637823	-7191867.47797	-2303972.78859	-650636.883923
1500453854.2637823	-7177043.51337	-2274040.78999	-665068.117394
1500453855.2637823	-7173779.82063	-2282871.62651	-675519.030983
1500453856.2637823	-7181999.72898	-2284723.14842	-663205.649954
1500453857.2637823	-7160623.38096	-2224732.1413	-647187.135751
1500453858.2637823	-7183606.42932	-2289500.90573	-686543.792598
1500453859.2637823	-7216018.78471	-2236907.78972	-705409.873354
1500453860.2637823	-7228616.78236	-2213782.2547	-660008.930517
1500453861.2637823	-7199980.68538	-2243490.93808	-646907.160559
1500453862.2637823	-7211720.93099	-2266348.47777	-647613.55039
1500453863.2637823	-7179088.96416	-2222718.8434	-661555.062602
1500453864.2637823	-7211355.1458	-2239306.97169	-683364.319117
1500453865.2637823	-7190756.53031	-2179048.94779	-649001.852557
1500453866.2637823	-7263174.20762	-2241571.37338	-678137.373424
1500453867.2637823	-7203318.80019	-2221853.34716	-647353.409351
1500453868.2637823	-7211034.17389	-2234711.01673	-687349.509045
1500453869.2637823	-7210251.57703	-2226007.77998	-656753.999931
1500453870.2637823	-7262744.1743	-2167291.2776	-711079.064716
1500453871.2637823	-7260740.31858	-2154394.47894	-683162.176656
1500453872.2637823	-7266166.6608	-2177267.25044	-663543.993509
1500453873.2637823	-7243599.42229	-2192793.34365	-674496.740988
1500453874.2637823	-7259702.30153	-2150966.43445	-680676.833856
1500453875.2637823	-7294759.17799	-2168102.38291	-685597.154483
1500453876.2637823	-7286005.90085	-2118192.96938	-701392.610868
1500453877.2637823	-7316891.15164	-2140908.26663	-685887.236511
1500453878.2637823	-7301108.19303	-2155188.8037	-722909.998664
1500453879.2637823	-7256931.80628	-2112655.6065	-665043.3131
1500453880.2637823	-7255961.12012	-2132557.28782	-705929.415982
1500453881.2637823	-7291958.19358	-2132781.53503	-706070.853183
1500453882.2637823	-7291777.07571	-2114129.98268	-722140.894318
1500453883.2637823	-7321177.8378	-2130196.7448	-673149.413659
1500453884.2637823	-7310810.92355	-2147813.55112	-708838.560348
1500453885.2637823	-7298339.5095	-2105450.23776	-690073.083303
1500453886.2637823	-7298508.65148	-2119846.70501	-699981.725008
1500453887.2637823	-7362654.01422	-2097781.80659	-668975.763903
1500453888.2637823	-7294312.88027	-2079909.38514	-716652.441888
1500453889.2637823	-7310754.30232	-2050576.86002	-738646.568423
1500453890.2637823	-7352827.17693	-2111721.32411	-717583.003709
1500453891.2637823	-7305086.43491	-2078468.56071	-717868.758062
1500453892.2637823	-7344050.08412	-2104361.36832	-737374.045736
1500453893.2637823	-7356203.26504	-2035149.42747	-709753.084253
1500453894.2637823	-7352535.20403	-2053802.98788	-676973.028122
1500453895.2637823	-7323919.55465	-2025606.6508	-740416.61465
1500453896.2637823	-7360420.75565	-2051367.62566	-731536.457309
1500453897.2637823	-7400956.69191	-2033075.89366	-686575.025112
1500453898.2637823	-7383656.48908	-2037465.77215	-695598.089282
1500453899.2637823	-7406157.2834	-1998212.22815	-687464.209255
1500453900.2637823	-7365567.10297	-2063929.70744	-675559.116201
1500453901.2637823	-7421608.46128	-1990101.77716	-710411.288081
1500453902.2637823	-7402254.1543	-2006685.78271	-737931.55457
1500453903.2637823	-7392338.92123	-1984400.24309	-746299.599702
1500453904.2637823	-7405668.30753	-1984817.48203	-687743.499012
1500453905.2637823	-7389551.04597	-2027836.56252	-717898.431198
1500453906.2637823	-7392521.26941	-2013137.67617	-681528.62299
1500453907.2637823	-7390080.50182	-1998928.28842	-717365.024002
1500453908.2637823	-7449702.86561	-1965412.46915	-719191.290498
1500453909.2637823	-7441231.33235	-1952216.78788	-724243.032938
1500453910.2637823	-7431016.49662	-2001870.49322	-688292.514033
1500453911.2637823	-7422842.61454	-1959762.60441	-714909.389476
1500453912.2637823	-7432810.75591	-1994584.42915	-691550.607732
1500453913.2637823	-7439261.03717	-1970764.91614	-751219.306734
1500453914.2637823	-7464627.55037	-1972892.8038	-697941.57458
1500453915.2637823	-7450393.90069	-1966250.78487	-747625.856427
1500453916.2637823	-7472685.67098	-1922986.10816	-694827.851899
1500453917.2637823	-7479237.88346	-1894779.67777	-726472.464814
1500453918.2637823	-7471426.2048	-1917038.4351	-751449.821575
1500453919.2637823	-7489808.51913	-1935404.14186	-728166.307812
1500453920.2637823	-7461436.36444	-1909615.29579	-763830.454696
1500453921.2637823	-7479048.81635	-1903615.31728	-734091.073908
1500453922.2637823	-7447079.63978	-1914341.49594	-757117.466415
1500453923.2637823	-7463982.87585	-1894705.64344	-710447.153415
1500453924.2637823	-7452922.99631	-1863872.20483	-721905.222924
1500453925.2637823	-7476172.20393	-1860670.09258	-736208.184148
1500453926.2637823	-7461697.00913	-1843999.94504	-703686.251227
1500453927.2637823	-7498651.07113	-1855141.76512	-761966.301342
1500453928.2637823	-7493925.56612	-1898984.92268	-712275.501375
1500453929.2637823	-7528827.55491	-1838578.84212	-763915.388905
1500453930.2637823	-7550907.71365	-1835378.83009	-761325.125018
1500453931.2637823	-7538261.11043	-1894674.11303	-710746.665042
1500453932.2637823	-7559220.52948	-1824367.5241	-748104.788256
1500453933.2637823	-7562856.64742	-1852595.81009	-725644.24188
1500453934.2637823	-7539861.20108	-1867051.41247	-761532.669025
1500453935.2637823	-7511796.42519	-1858062.81704	-741273.214201
1500453936.2637823	-7555916.65051	-1860003.79609	-738427.741999
1500453937.2637823	-7553072.84001	-1815488.61208	-764564.511984
1500453938.2637823	-7560685.27329	-1856291.0869	-777497.264461
1500453939.2637823	-7540805.54684	-1791052.34062	-711393.711762
1500453940.2637823	-7585073.28583	-1838029.59372	-789321.383483
1500453941.2637823	-7569768.42563	-1822691.12897	-718428.217895
1500453942.2637823	-7589215.12309	-1779342.24748	-721231.165093
1500453943.2637823	-7591315.42161	-1799421.33718	-772617.849573
1500453944.2637823	-7584397.03539	-1808160.84855	-771765.417687
1500453945.2637823	-7612871.20584	-1799639.2964	-744096.088278
1500453946.2637823	-7604932.14561	-1800113.43459	-794297.854779
1500453947.2637823	-7603859.16344	-1763149.80722	-740395.547035
1500453948.2637823	-7561622.45082	-1749138.67728	-741526.471098
1500453949.2637823	-7607103.84542	-1761352.65653	-770832.603634
1500453950.2637823	-7589930.18764	-1785592.58205	-792178.508236
1500453951.2637823	-7579629.08908	-1718834.69881	-762362.7452
1500453952.2637823	-7635492.6662	-1755867.88363	-785410.87554
1500453953.2637823	-7620082.85112	-1770137.53275	-774452.9572
1500453954.2637823	-7644409.84411	-1694542.98653	-745459.547221
1500453955.2637823	-7606317.28374	-1726658.34132	-795278.633213
1500453956.2637823	-7586447.05793	-1709895.82589	-725668.059026
1500453957.2637823	-7658774.01982	-1700619.80262	-771517.073645
1500453958.2637823	-7649585.5104	-1714727.43856	-741483.50483
1500453959.2637823	-7655886.57454	-1683314.5171	-785994.991433
1500453960.2637823	-7641751.57697	-1693397.20206	-797325.358901
1500453961.2637823	-7632996.86479	-1661208.74717	-735728.817404
1500453962.2637823	-7638831.25623	-1662230.68075	-808240.683875
1500453963.2637823	-7662448.57957	-1697946.20359	-806387.133879
1500453964.2637823	-7637669.67891	-1642988.00241	-791446.675822
1500453965.2637823	-7619832.42439	-1700446.42468	-747583.937844
1500453966.2637823	-7636677.27616	-1699744.8522	-809640.626365
1500453967.2637823	-7648804.60261	-1675581.6621	-746161.39806
1500453968.2637823	-7697748.16561	-1620581.95415	-797517.578323
1500453969.2637823	-7684730.1025	-1656726.1165	-750342.216397
1500453970.2637823	-7678937.09022	-1606700.27492	-771333.923916
1500453971.2637823	-7704399.42546	-1667911.59105	-755686.366915
1500453972.2637823	-7688610.34532	-1670395.69099	-814201.09025
1500453973.2637823	-7699221.43395	-1640252.63194	-750011.107615
1500453974.2637823	-7650827.36128	-1616686.82805	-775015.803238
1500453975.2637823	-7721739.16959	-1595983.59024	-751956.876273
1500453976.2637823	-7700343.36686	-1587636.52663	-780294.982127
1500453977.2637823	-7662033.91837	-1571475.74197	-761246.561168
1500453978.2637823	-7731283.546	-1628913.38301	-789792.168992
1500453979.2637823	-7720857.091	-1613181.989	-826490.655242
1500453980.2637823	-7707515.44091	-1563407.79171	-795123.456721
1500453981.2637823	-7680711.58353	-1551689.36824	-755314.110722
1500453982.2637823	-7697061.94342	-1606199.12929	-799372.234259
1500453983.2637823	-7745724.38532	-1558915.88571	-826805.06066
1500453984.2637823	-7755089.95414	-1530237.09207	-798754.605495
1500453985.2637823	-7694517.75333	-1581770.37701	-809261.800429
1500453986.2637823	-7738621.80457	-1552908.18956	-760341.044295
1500453987.2637823	-7727244.68453	-1543486.46483	-828384.984175
1500453988.2637823	-7716403.32745	-1557576.27631	-788277.455034
1500453989.2637823	-7735980.42579	-1555260.67901	-819849.569861
1500453990.2637823	-7763942.50284	-1553836.30294	-837399.672931
1500453991.2637823	-7779085.2043	-1524770.73641	-819084.93874
1500453992.2637823	-7723427.85424	-1528758.29999	-817199.656138
1500453993.2637823	-7797890.3881	-1489239.72172	-805752.23879
1500453994.2637823	-7757905.06192	-1525181.11532	-778045.382897
1500453995.2637823	-7774667.96872	-1485769.18251	-772348.784291
1500453996.2637823	-7747683.02242	-1517481.25538	-790215.704872
1500453997.2637823	-7788620.88997	-1489041.7494	-806972.068031
1500453998.2637823	-7814329.1684	-1458660.13233	-797226.049764
1500453999.2637823	-7750280.39367	-1442258.39488	-819273.951454
1500454000.2637823	-7781657.30258	-1470998.51547	-793322.217499
1500454001.2637823	-7821831.37136	-1496550.95327	-804339.233024
1500454002.2637823	-7798405.33475	-1482837.4669	-781626.115131
1500454003.2637823	-7794269.92898	-1435579.15977	-847017.666189
1500454004.2637823	-7833306.15039	-1425317.60819	-774280.595999
1500454005.2637823	-7814426.83313	-1434130.84518	-847437.284874
1500454006.2637823	-7791866.16947	-1425192.58918	-777196.049151
1500454007.2637823	-7800305.20923	-1440340.45375	-807027.682416
1500454008.2637823	-7830055.99396	-1422391.24969	-812192.620525
1500454009.2637823	-7805204.96907	-1420094.80305	-794575.271919
1500454010.2637823	-7828377.74223	-1388231.19775	-812959.552488
1500454011.2637823	-7845224.39822	-1433215.64898	-789806.082953
1500454012.2637823	-7855980.7354	-1401596.99326	-792698.745462
1500454013.2637823	-7813244.24576	-1410684.71366	-854638.443973
1500454014.2637823	-7803708.54533	-1409649.87801	-834234.784684
1500454015.2637823	-7808111.83171	-1366539.4475	-832184.273091
1500454016.2637823	-7840574.13352	-1371173.13545	-795322.509749
1500454017.2637823	-7868293.78381	-1403176.22628	-854121.75761
1500454018.2637823	-7843022.79828	-1373559.21922	-842638.6465
1500454019.2637823	-7833796.01571	-1330598.74867	-795418.507396
1500454020.2637823	-7868796.24808	-1361468.49303	-833796.094918
1500454021.2637823	-7905080.591	-1392538.86788	-787877.138989
1500454022.2637823	-7858110.24885	-1356343.50152	-807817.068528
1500454023.2637823	-7845620.18678	-1321977.33397	-844523.43992
1500454024.2637823	-7893877.39271	-1370236.15809	-858859.174306
1500454025.2637823	-7856839.41003	-1299693.91994	-795640.314202
1500454026.2637823	-7854119.16229	-1325450.62483	-825896.473716
1500454027.2637823	-7876229.33802	-1311412.63039	-830678.336689
1500454028.2637823	-7856301.36364	-1317235.69063	-810195.760322
1500454029.2637823	-7924072.62345	-1328772.07018	-857589.873186
1500454030.2637823	-7935204.7379	-1290397.34108	-823914.435043
1500454031.2637823	-7898466.88805	-1306565.64218	-799215.106609
1500454032.2637823	-7901883.03601	-1277160.68457	-854889.87188
1500454033.2637823	-7933442.33478	-1266094.07263	-874437.212861
1500454034.2637823	-7949203.42364	-1320920.98357	-806541.566345
1500454035.2637823	-7930084.32363	-1311450.56137	-848773.352955
1500454036.2637823	-7895220.81775	-1237867.61208	-820652.813626
1500454037.2637823	-7896783.01858	-1241489.18603	-808278.161295
1500454038.2637823	-7964752.25408	-1277056.25383	-824405.638435
1500454039.2637823	-7895951.01096	-1292028.96551	-869822.983431
1500454040.2637823	-7959964.36291	-1231401.09835	-854988.942944
1500454041.2637823	-7960585.413	-1219516.56417	-804348.248568
1500454042.2637823	-7958320.1248	-1219503.08675	-840689.018036
1500454043.2637823	-7954947.36229	-1247038.36977	-859966.602892
1500454044.2637823	-7961367.90972	-1209746.74144	-856840.078557
1500454045.2637823	-7951464.46362	-1228942.10782	-880953.250395
1500454046.2637823	-7937903.61016	-1239790.88656	-848457.182209
1500454047.2637823	-7969590.53069	-1179685.14851	-886927.829405
1500454048.2637823	-7991029.94734	-1185980.75116	-879372.420916
1500454049.2637823	-7959905.27235	-1195460.8172	-843769.721135
1500454050.2637823	-7947087.91984	-1159333.48129	-835969.974948
1500454051.2637823	-8010265.57186	-1210339.32642	-845715.87173
1500454052.2637823	-7994648.32589	-1147785.72734	-890719.910368
1500454053.2637823	-8002468.68148	-1187788.38901	-834696.476976
1500454054.2637823	-7972172.59551	-1154789.2573	-875162.126912
1500454055.2637823	-8018309.27272	-1199660.73432	-885133.637922
1500454056.2637823	-8012709.33599	-1155562.26847	-883182.10627
