-4.890717740818017774e+03,-1.141097377896297075e+03,-3.462408007275907948e+03
-4.896187748036096309e+03,-1.138389949837521499e+03,-3.456584145700228419e+03
-4.901649176055780117e+03,-1.135680519522746408e+03,-3.450754209060617086e+03
-4.907102017450783933e+03,-1.132969092334275956e+03,-3.444918209417666731e+03
-4.912546264821714431e+03,-1.130255673655331066e+03,-3.439076158837967796e+03
-4.917981910796037482e+03,-1.127540268870034197e+03,-3.433228069394066551e+03
-4.923408948028058148e+03,-1.124822883363390929e+03,-3.427373953164418253e+03
-4.928827369198884298e+03,-1.122103522521274954e+03,-3.421513822233343944e+03
-4.934237167016407511e+03,-1.119382191730409886e+03,-3.415647688690984978e+03
-4.939638334215271243e+03,-1.116658896378353347e+03,-3.409775564633260274e+03
-4.945030863556842633e+03,-1.113933641853480367e+03,-3.403897462161819931e+03
-4.950414747829189764e+03,-1.111206433544966785e+03,-3.398013393384002029e+03
-4.955789979847049835e+03,-1.108477276842771516e+03,-3.392123370412788063e+03
-4.961156552451804600e+03,-1.105746177137622226e+03,-3.386227405366758830e+03
-4.966514458511452176e+03,-1.103013139820996230e+03,-3.380325510370051234e+03
-4.971863690920577938e+03,-1.100278170285105944e+03,-3.374417697552313257e+03
-4.977204242600329962e+03,-1.097541273922881373e+03,-3.368503979048658948e+03
-4.982536106498392655e+03,-1.094802456127953974e+03,-3.362584366999626582e+03
-4.987859275588954006e+03,-1.092061722294640276e+03,-3.356658873551135002e+03
-4.993173742872684670e+03,-1.089319077817924835e+03,-3.350727510854436332e+03
-4.998479501376705230e+03,-1.086574528093445224e+03,-3.344790291066077316e+03
-5.003776544154563453e+03,-1.083828078517473841e+03,-3.338847226347850665e+03
-5.009064864286205193e+03,-1.081079734486903135e+03,-3.332898328866755946e+03
-5.014344454877944372e+03,-1.078329501399228320e+03,-3.326943610794952747e+03
-5.019615309062442066e+03,-1.075577384652531691e+03,-3.320983084309717924e+03
-5.024877419998671940e+03,-1.072823389645465795e+03,-3.315016761593403771e+03
-5.030130780871898423e+03,-1.070067521777237516e+03,-3.309044654833393452e+03
-5.035375384893646697e+03,-1.067309786447592160e+03,-3.303066776222056887e+03
-5.040611225301678132e+03,-1.064550189056796626e+03,-3.297083137956708924e+03
-5.045838295359958465e+03,-1.061788735005623494e+03,-3.291093752239566584e+03
-5.051056588358635054e+03,-1.059025429695335106e+03,-3.285098631277703589e+03
-5.056266097614006867e+03,-1.056260278527667424e+03,-3.279097787283009893e+03
-5.061466816468499019e+03,-1.053493286904813431e+03,-3.273091232472147112e+03
-5.066658738290634574e+03,-1.050724460229407896e+03,-3.267078979066506690e+03
-5.071841856475006352e+03,-1.047953803904510551e+03,-3.261061039292165788e+03
-5.077016164442253285e+03,-1.045181323333590399e+03,-3.255037425379846354e+03
-5.082181655639027667e+03,-1.042407023920510028e+03,-3.249008149564870564e+03
-5.087338323537973338e+03,-1.039630911069509239e+03,-3.242973224087118069e+03
-5.092486161637694750e+03,-1.036852990185189128e+03,-3.236932661190985982e+03
-5.097625163462733326e+03,-1.034073266672496629e+03,-3.230886473125343400e+03
-5.102755322563533809e+03,-1.031291745936707912e+03,-3.224834672143490934e+03
-5.107876632516426071e+03,-1.028508433383413148e+03,-3.218777270503116142e+03
-5.112989086923589639e+03,-1.025723334418500599e+03,-3.212714280466254422e+03
-5.118092679413032783e+03,-1.022936454448140239e+03,-3.206645714299243082e+03
-5.123187403638559772e+03,-1.020147798878768981e+03,-3.200571584272682685e+03
-5.128273253279748133e+03,-1.017357373117073621e+03,-3.194491902661391123e+03
-5.133350222041919551e+03,-1.014565182569976628e+03,-3.188406681744365414e+03
-5.138418303656112585e+03,-1.011771232644619204e+03,-3.182315933804736687e+03
-5.143477491879056288e+03,-1.008975528748345937e+03,-3.176219671129729704e+03
-5.148527780493142018e+03,-1.006178076288689567e+03,-3.170117906010620572e+03
-5.153569163306397058e+03,-1.003378880673355070e+03,-3.164010650742694452e+03
-5.158601634152458246e+03,-1.000577947310203854e+03,-3.157897917625205082e+03
-5.163625186890541954e+03,-9.977752816072384121e+02,-3.151779718961332037e+03
-5.168639815405420450e+03,-9.949708889725868630e+02,-3.145656067058138433e+03
-5.173645513607390967e+03,-9.921647748144873731e+02,-3.139526974226530911e+03
-5.178642275432252063e+03,-9.893569445412724690e+02,-3.133392452781217798e+03
-5.183630094841276332e+03,-9.865474035613536898e+02,-3.127252515040666822e+03
-5.188608965821178572e+03,-9.837361572832061256e+02,-3.121107173327063265e+03
-5.193578882384095778e+03,-9.809232111153531832e+02,-3.114956439966271319e+03
-5.198539838567554398e+03,-9.781085704663510114e+02,-3.108800327287789514e+03
-5.203491828434443050e+03,-9.752922407447729256e+02,-3.102638847624711616e+03
-5.208434846072992514e+03,-9.724742273591944013e+02,-3.096472013313685238e+03
-5.213368885596738437e+03,-9.696545357181779536e+02,-3.090299836694869100e+03
-5.218293941144502242e+03,-9.668331712302572214e+02,-3.084122330111894826e+03
-5.223210006880361107e+03,-9.640101393039219602e+02,-3.077939505911823744e+03
-5.228117076993617957e+03,-9.611854453476030358e+02,-3.071751376445106416e+03
-5.233015145698781453e+03,-9.583590947696571902e+02,-3.065557954065543072e+03
-5.237904207235531430e+03,-9.555310929783513529e+02,-3.059359251130241319e+03
-5.242784255868696164e+03,-9.527014453818479751e+02,-3.053155279999575214e+03
-5.247655285888224171e+03,-9.498701573881899094e+02,-3.046946053037147067e+03
-5.252517291609156928e+03,-9.470372344052848348e+02,-3.040731582609744237e+03
-5.257370267371602495e+03,-9.442026818408907047e+02,-3.034511881087299571e+03
-5.262214207540706411e+03,-9.413665051026003994e+02,-3.028286960842851386e+03
-5.267049106506628050e+03,-9.385287095978266052e+02,-3.022056834252502085e+03
-5.271874958684509693e+03,-9.356893007337871495e+02,-3.015821513695378599e+03
-5.276691758514451976e+03,-9.328482839174897663e+02,-3.009581011553593271e+03
-5.281499500461487514e+03,-9.300056645557169759e+02,-3.003335340212200208e+03
-5.286298179015550886e+03,-9.271614480550117605e+02,-2.997084512059158442e+03
-5.291087788691453170e+03,-9.243156398216617617e+02,-2.990828539485291003e+03
-5.295868324028856478e+03,-9.214682452616852970e+02,-2.984567434884243994e+03
-5.300639779592243940e+03,-9.186192697808160119e+02,-2.978301210652447025e+03
-5.305402149970894243e+03,-9.157687187844878736e+02,-2.972029879189074563e+03
-5.310155429778854341e+03,-9.129165976778210734e+02,-2.965753452896003637e+03
-5.314899613654912173e+03,-9.100629118656065657e+02,-2.959471944177777459e+03
-5.319634696262572106e+03,-9.072076667522915159e+02,-2.953185365441561771e+03
-5.324360672290023103e+03,-9.043508677419647483e+02,-2.946893729097108917e+03
-5.329077536450115986e+03,-9.014925202383417400e+02,-2.940597047556715552e+03
-5.333785283480332509e+03,-8.986326296447504092e+02,-2.934295333235184899e+03
-5.338483908142762630e+03,-8.957712013641159956e+02,-2.927988598549786275e+03
-5.343173405224076305e+03,-8.929082407989465082e+02,-2.921676855920215985e+03
-5.347853769535491665e+03,-8.900437533513184007e+02,-2.915360117768558212e+03
-5.352524995912756822e+03,-8.871777444228619061e+02,-2.909038396519245907e+03
-5.357187079216114398e+03,-8.843102194147462569e+02,-2.902711704599019868e+03
-5.361840014330278791e+03,-8.814411837276652477e+02,-2.896380054436893715e+03
