filename	unixtime_start	satid	jitter	a	e	inclination	raan	argument_of_periapsis	true_anomaly
orbit_simulated_1500453726d313_10000	1500453726.3135626	0	10000.0	7341994.167795182	0.23518701007574816	65.19340874935857	320.6175931941368	31.785555114009554	229.29362299338362
