time	x	y	z
1500453692.446067	-1305742.55092	323379.20984	2133846.22077
1500453693.446067	-1318021.76592	318138.944322	2069150.05914
1500453694.446067	-1259390.92444	306227.534313	2102365.20495
1500453695.446067	-1260234.64303	314307.863285	2131044.0132
1500453696.446067	-1287142.3849	282989.428229	2157601.10149
1500453697.446067	-1240746.14809	299475.698589	2127591.76575
1500453698.446067	-1291734.7263	264464.912667	2144800.46455
1500453699.446067	-1261855.7874	259188.342145	2151830.53855
1500453700.446067	-1262340.41722	255691.992459	2196546.57765
1500453701.446067	-1249537.28648	282054.132975	2230173.49445
1500453702.446067	-1197767.51139	226392.324913	2216580.61852
1500453703.446067	-1241416.70351	226536.260003	2272123.12915
1500453704.446067	-1191426.2434	267783.095542	2269643.00607
1500453705.446067	-1247811.36178	224328.350087	2243933.97063
1500453706.446067	-1224531.49868	267011.148766	2291603.95044
1500453707.446067	-1171877.07757	224446.87392	2315665.63205
1500453708.446067	-1158315.58006	255480.040414	2335064.63495
1500453709.446067	-1161746.30293	184731.465525	2329655.81788
1500453710.446067	-1146403.44271	242884.331425	2296788.87345
1500453711.446067	-1184448.31643	210632.94781	2362830.48622
1500453712.446067	-1133975.27852	176980.365493	2357169.06332
1500453713.446067	-1184209.90859	156919.236968	2370543.11486
1500453714.446067	-1131746.52049	160480.645314	2388472.40311
1500453715.446067	-1174376.41097	189189.811907	2353961.58178
1500453716.446067	-1112747.96241	201496.996874	2418352.75277
1500453717.446067	-1141092.99132	129922.775195	2440073.75114
1500453718.446067	-1128740.65281	115469.927302	2382141.92794
1500453719.446067	-1132390.51468	115466.926517	2455357.45947
1500453720.446067	-1071028.26149	145355.029522	2422868.68831
1500453721.446067	-1065903.48351	159037.449352	2451727.95335
1500453722.446067	-1115516.53201	92852.7196577	2478205.15861
1500453723.446067	-1076376.41048	99307.1634934	2474131.0805
1500453724.446067	-1091077.37691	150534.992248	2526743.88455
1500453725.446067	-1027406.60827	128162.01534	2474838.39703
1500453726.446067	-1088293.46882	118352.958928	2509981.16153
1500453727.446067	-1003499.7503	74424.854624	2500835.69023
1500453728.446067	-1056774.99719	96360.4832151	2500038.89164
1500453729.446067	-1048800.01754	103331.033519	2542377.27199
1500453730.446067	-995772.255825	42421.9889001	2548984.59352
1500453731.446067	-978492.068189	82468.514432	2576203.53901
1500453732.446067	-969169.314775	100414.42135	2612528.46689
1500453733.446067	-1018002.53286	25630.8970125	2562528.63037
1500453734.446067	-949376.302942	42038.2393255	2602920.35271
1500453735.446067	-972385.767424	57779.6001539	2637455.02776
1500453736.446067	-1000395.59762	48755.4522548	2646748.34406
1500453737.446067	-962693.482556	11373.4917608	2601966.41432
1500453738.446067	-965340.540449	20748.0576397	2677454.57637
1500453739.446067	-943026.03925	16452.494719	2638295.60092
1500453740.446067	-944727.869026	36277.871165	2701962.49579
1500453741.446067	-920164.797619	40625.2838758	2694236.9223
1500453742.446067	-956482.963789	33310.5861712	2683170.79737
1500453743.446067	-886347.128668	-1358.79366413	2667659.1248
1500453744.446067	-867284.688216	6824.85409594	2747663.93551
1500453745.446067	-908629.929751	20387.0734823	2732581.84577
1500453746.446067	-849088.564624	2165.46954371	2702913.23523
1500453747.446067	-898060.598592	-39761.5130493	2771843.27471
1500453748.446067	-872165.655419	-74402.1219391	2721864.24367
1500453749.446067	-888415.15683	-42209.1614061	2788177.09976
1500453750.446067	-852696.987295	-73252.8469111	2748031.09
1500453751.446067	-815741.948526	-74727.0412698	2801050.96893
1500453752.446067	-839865.891352	-46430.9836004	2794004.81721
1500453753.446067	-827234.342902	-45838.8012226	2835954.57215
1500453754.446067	-805115.480323	-54715.1578274	2838829.27837
1500453755.446067	-807663.349695	-69357.8302549	2820055.63502
1500453756.446067	-827229.93427	-86359.1781085	2855769.87285
1500453757.446067	-811107.650463	-72094.8809702	2877434.25483
1500453758.446067	-809026.890978	-108808.229003	2861290.51901
1500453759.446067	-750129.38823	-75758.2768063	2886304.62601
1500453760.446067	-736685.357061	-150168.378836	2876944.48328
1500453761.446067	-734302.140854	-104500.681026	2882119.89627
1500453762.446067	-789703.235204	-144809.790022	2925368.29325
1500453763.446067	-743290.256741	-117817.611934	2870511.68332
1500453764.446067	-749718.450887	-113024.97017	2941125.02272
1500453765.446067	-717799.166068	-142127.31179	2937027.04182
1500453766.446067	-701821.072816	-175345.027989	2967062.59015
1500453767.446067	-713676.225149	-162357.945742	2977721.40156
1500453768.446067	-702098.610177	-171759.814743	2942634.86721
1500453769.446067	-690724.506387	-192723.107438	2980549.11799
1500453770.446067	-696507.274139	-214228.899338	2981466.40401
1500453771.446067	-668559.443773	-178563.974494	2951120.74312
1500453772.446067	-694799.751665	-158020.098132	2977375.45502
1500453773.446067	-645275.798528	-185247.596322	2992356.30561
1500453774.446067	-647222.471478	-168183.473851	2981099.49144
1500453775.446067	-637191.203061	-228200.532904	3037107.9429
1500453776.446067	-627891.884196	-222368.543295	3001525.04757
1500453777.446067	-587011.135695	-187890.51966	3016791.45506
1500453778.446067	-623101.46326	-263615.36064	3059634.89985
1500453779.446067	-621300.662108	-208563.556773	3092086.25442
1500453780.446067	-634456.651581	-233993.330077	3084307.21633
1500453781.446067	-606671.236011	-266482.314397	3091584.59852
1500453782.446067	-591275.31319	-279009.767269	3087078.3884
1500453783.446067	-605502.20524	-243443.748955	3108934.65933
1500453784.446067	-591348.0606	-234074.133029	3078332.41754
1500453785.446067	-530275.802025	-269019.948395	3147332.75787
1500453786.446067	-520290.646002	-282380.316538	3081830.91055
1500453787.446067	-498674.904437	-308913.413032	3091887.76862
1500453788.446067	-554021.847233	-257826.46442	3141734.48992
1500453789.446067	-488408.033343	-273551.956054	3131751.03909
1500453790.446067	-494289.409212	-316399.561408	3133736.6754
1500453791.446067	-488528.759903	-281004.954595	3188226.29065
1500453792.446067	-497582.11389	-274911.656407	3206221.90872
1500453793.446067	-477859.567606	-353160.508918	3146353.52893
1500453794.446067	-487189.4929	-317311.937599	3163145.18749
1500453795.446067	-427250.74025	-370214.957893	3203049.21055
